"product_id","sku","name","description","category","subcategory","brand","price","cost","stock_quantity","weight_kg","length_cm","width_cm","height_cm","status","created_date","rating_average","review_count"
134,"PRD-0IJ4J8-BYY","Quantum GamingHeadset","Next-generation technology packed inside","Beverages","Desktops","MountMaster",1444.99,928.99,15,42.27,60.7,66.6,59.3,"active","2024-11-02",3.3,1189
135,"PRD-0IL5A4-SAM","Blaze PoloShirt","Frictionless operation provides satisfaction","Formal Wear","RunningShoes","InnerComfort",1033.95,795.95,482,36.37,108.4,66.7,28.9,"active","2022-12-27",1.3,2338
136,"PRD-0ILFX3-YLP","Trackpad Pack","Clean lines and refined proportions throughout","Storage","Sleeping","ThreadPro",1919.95,1151.99,213,14.41,113.8,73.6,35.3,"coming_soon","2024-12-05",2.6,286
137,"PRD-0INLDM-CAC","Durable Jeans","Peak performance under pressure situations","Skincare","Blazers","CuticleCare",85.99,1356.95,456,13.62,25.9,64.4,97.8,"active","2025-02-15",2.4,2228
138,"PRD-0IS1UF-FHS","Phone","Investment in quality that pays dividends","Gaming","Accessories","PodiumPro",83.99,29.95,485,20.93,35.1,132.3,26.4,"active","2022-04-29",4.1,3459
139,"PRD-0IYR2F-EUS","Elite Coat Medium","Proven durability in real-world applications","Cameras","Netbooks","VoltValue",412.95,327.99,489,41.29,153.1,89.1,33.9,"active","2022-04-23",2.5,2788
140,"PRD-0J77OU-VVT","Apex Netbook","Clear instructions guide through every step","Audiobooks","Furniture","DishWare",149.99,47.99,395,14.94,51.6,79.9,78.5,"out_of_stock","2023-12-02",4.4,1261
141,"PRD-0JJ6VS-MFV","Minimalist Keyboard","Progressive features support future expansion","Books","Earbuds","EliteChoice",1631.99,1290.99,8,24.48,136.0,97.4,65.4,"active","2021-06-11",2.3,4726
142,"PRD-0JPKUY-LOV","SmartGlasses Powered","Powerful features unlock unlimited possibilities","Board Games","Water Sports","ModernEssence",1602.95,1118.95,246,19.48,37.7,106.5,42.4,"discontinued","2020-12-20",4.2,4081
143,"PRD-0JRQLW-CHF","Stylish MacBook","Enjoyable experience motivates regular usage","Puzzles","Backpacks","IlluminatePro",634.99,480.99,27,42.58,73.2,105.6,78.1,"active","2023-05-06",3.6,119
144,"PRD-0JZU0X-WNK","Authentic Planner Wired","Powerful performance handles complex operations","Board Games","Shorts","QuantumTech",1882.95,924.99,193,9.51,74.3,117.4,72.6,"discontinued","2025-03-03",3.7,2422
145,"PRD-0K1JU9-KDS","Sonic Loafers","Interchangeable components enable personalization","Activewear","Yoga","FashionFirst",354.95,1158.95,153,35.22,199.4,73.3,84.2,"active","2024-07-18",1.1,2114
146,"PRD-0K3GUS-QVM","Radiant Shorts Lightweight","State-of-the-art features for tech enthusiasts","Cameras","Earbuds","ScarfSilk",985.95,504.99,491,44.63,185.2,87.1,65.3,"out_of_stock","2024-01-23",3.1,4278
147,"PRD-0K4RF1-REW","Backpack","Environmentally conscious manufacturing practices","Activewear","Desktops","DecorDream",736.99,145.95,459,0.72,127.1,86.2,76.3,"active","2022-04-22",1.6,2696
148,"PRD-0K6I31-BCR","Essential Shorts","Best value proposition in current market","Gourmet","Speakers","ZenHome",1602.95,135.99,344,1.68,147.0,145.2,8.1,"discontinued","2022-11-19",2.5,1966
149,"PRD-0K7YJX-VYY","Convertible","Flexible configuration supports customization","Beverages","Fiction","ControlCore",1745.99,1170.99,70,20.22,26.6,7.3,7.4,"discontinued","2023-09-14",1.2,4672
150,"PRD-0KAEZB-DXW","Pencil","Built to withstand rigorous daily demands","Educational Materials","ActionCameras","ArtisticTouch",831.95,155.95,68,24.3,15.5,57.7,84.1,"out_of_stock","2020-03-15",4.1,4915
151,"PRD-0KG1MV-OZM","FoldablePhone","Exceptional value for money invested","Childrens Clothing","Ties","AdultStyle",1110.95,873.95,265,21.99,81.6,19.3,64.3,"active","2025-07-30",2.1,2104
152,"PRD-0KHDAM-AVE","Balance Phablet","Renewable energy powers production facilities","Maintenance","Romance","SweetStyle",1745.99,1254.99,87,25.03,183.4,75.6,96.1,"active","2025-04-23",4.4,3054
153,"PRD-0KI5ZW-WEB","Blaze Earbuds","Compatible with numerous existing systems","Bedding","Ultrabooks","CozyNest",551.99,715.95,34,3.54,164.1,144.3,61.7,"active","2022-02-07",3.7,2267
154,"PRD-0KK3W6-MOW","Vibrant PhoneCase","Classic styling with modern sensibilities","Electronics","Gym Equipment","ProSport",951.99,372.95,490,25.74,172.4,75.8,95.7,"out_of_stock","2023-09-10",1.3,2930
155,"PRD-0KRNVX-SLI","Digital Notebook","Next-generation technology packed inside","Electronics","Building","EspressoPro",845.95,610.95,143,24.74,20.4,39.8,57.6,"active","2023-10-06",3.6,2320
156,"PRD-0KWA3P-OWB","Elegant BudgetPhone","Economic solution for budget-conscious buyers","Networking","Supplements","ArtisticTouch",25.95,902.95,272,3.02,199.1,29.5,76.1,"discontinued","2021-04-07",2.8,1410
157,"PRD-0KZ0ZV-ENH","Meta Vest","Green manufacturing processes throughout","Mobile Devices","Comics","SoapSmooth",1737.99,637.95,361,1.24,47.0,85.7,37.2,"active","2023-02-10",3.5,4821
158,"PRD-0L32MR-WAZ","SmartBand","Durable and reliable for long-lasting performance","Womens Fashion","FlatShoes","TubTreat",1493.99,752.99,155,38.39,73.6,10.6,85.1,"coming_soon","2025-06-06",2.2,2005
159,"PRD-0L34NZ-XTT","MacBook Collaboration","Satisfying user interface with logical layout","Reference","Maintenance","PanPerfect",601.95,673.95,289,29.36,113.1,133.0,18.3,"active","2023-11-25",4.9,736
160,"PRD-0L8I6W-PQB","Balance Jacket","Tremendous savings on equivalent alternatives","Fitness Equipment","AudioCables","PrimeLine",1067.99,399.99,441,28.7,198.1,70.7,42.7,"discontinued","2022-06-12",4.0,731
161,"PRD-0LDD27-QNE","Nexus WirelessEarbuds","Seamless experience from setup to operation","Childrens Clothing","Pillows","ChargePro",354.99,1231.99,376,45.64,136.6,12.1,12.4,"active","2023-01-29",3.6,4448
162,"PRD-0LDVCP-WAG","CurvedMonitor Anniversary","Efficient energy consumption saves money","Personal Care","2in1Devices","FloorFine",1046.95,209.99,255,15.55,175.0,131.5,37.0,"discontinued","2021-10-25",2.2,3971
163,"PRD-0LETJN-CIW","Ultimate MessengerBag","Responsive support team available always","Bedding","Lighting","PrimeLine",890.99,1249.95,60,28.44,182.8,81.0,53.3,"out_of_stock","2025-09-22",4.8,2983
164,"PRD-0LIUMS-MDQ","Eternal Chinos Large","Competitive pricing for market-leading features","Bathroom","Navigation","BaseLayer",1027.99,437.95,172,46.76,27.5,26.6,92.3,"active","2022-06-18",4.1,3625
165,"PRD-0LKHK8-ZRY","Ultra AthleticShoes","Durable and reliable for long-lasting performance","Beverages","PhoneAccessories","SmartLife",602.95,1341.99,495,48.27,72.5,40.6,87.6,"discontinued","2023-04-16",2.3,1090
166,"PRD-0LKRMO-CUG","Chic Jacket","Reliable functionality for critical applications","Bedding","Storage","PolishPro",123.99,608.99,279,36.56,87.2,131.9,12.4,"active","2022-11-27",2.4,246
167,"PRD-0LNRHD-MBE","Super Pencil Rapid","Futuristic technology available today","Puzzles","Blouses","FormalLine",1199.99,235.99,246,49.63,79.8,113.0,24.7,"active","2021-05-21",1.8,2526
168,"PRD-0LOYIU-GDC","RunningShoes","Scalable solution grows with your needs","Bathroom","Lighting","CorePower",427.95,210.95,444,46.62,163.3,8.6,37.5,"active","2025-02-01",1.8,2432
169,"PRD-0LP2Y3-GMG","Pure PhoneCase RustProof","Robust materials ensure years of dependable service","Activewear","Blouses","EspressoPro",1877.95,333.99,78,19.21,36.9,70.0,72.3,"active","2025-07-12",1.8,2720
170,"PRD-0LPFPD-SHT","Reliable Earbuds Anniversary","Sleek and stylish design for contemporary living","Educational Materials","Webcams","BrushBest",179.99,674.95,222,34.42,20.1,131.2,8.7,"active","2020-09-25",3.4,1488
171,"PRD-0LTYG9-TWT","Zen FlipPhone","Organic shapes inspire natural harmony","Toys","Clothing","PureEssence",1543.99,82.99,357,30.88,120.1,69.0,61.6,"active","2025-04-15",3.2,265
172,"PRD-0LWVK2-YYA","Serene Phone","Carbon-neutral production methods employed","Games","Tops","EyesElegant",1784.95,79.99,29,32.55,58.1,149.9,35.9,"active","2023-08-10",4.1,2593
173,"PRD-0LYIN4-UTJ","Enterprise Laptop CarbonFiber","Flexible solution adjusts to different situations","Wearables","Storage","CloudSync",1688.99,1446.95,70,46.68,21.2,43.7,75.3,"active","2023-09-16",3.5,2256
174,"PRD-0LZVB7-WES","SlipOns","Organic shapes inspire natural harmony","Wearables","PhoneChargers","SpaceMaster",867.95,1006.99,217,3.53,133.9,105.2,60.1,"active","2020-11-21",3.0,4132
175,"PRD-0M18ZR-HFF","Eternal VRHeadset Economy","Green manufacturing processes throughout","Gourmet","Monitors","FashionFirst",1386.95,1159.95,364,0.69,83.1,5.8,48.9,"active","2023-05-15",2.6,3859
176,"PRD-0M239N-TMO","Professional NoiseCancel","Responsive support team available always","Bedding","PlaySets","FilmFit",507.99,1307.95,254,35.24,193.0,92.6,47.0,"active","2021-01-30",1.4,2723
177,"PRD-0M4R0D-QNI","PowerBank","Interchangeable components enable personalization","Electronics","DSLR","WallWorks",1639.95,174.99,286,5.04,163.6,96.3,20.3,"active","2022-03-22",4.8,2368
178,"PRD-0MBVB5-QQP","Flawless Smartwatch Accelerated","Precision engineering ensures exact specifications","Personal Care","Boots","PanPerfect",555.95,742.95,240,17.25,117.6,121.2,63.2,"active","2023-07-29",1.3,1906
179,"PRD-0ME65V-MBD","Elegant Jeans","Trendy design reflecting current market trends","Mobile Devices","Navigation","CoffeeClass",1116.95,1274.99,103,37.79,93.4,117.6,26.3,"discontinued","2021-11-04",3.2,874
180,"PRD-0MEFV9-LDP","Ultimate CasualShoes","Comfortable ergonomics for extended use","Furniture","Scarves","DrawerDelight",615.99,952.99,222,3.44,75.0,147.8,68.7,"discontinued","2021-05-17",1.6,744
181,"PRD-0MGJYX-MTR","Velocity Notepad","Rewarding experience encourages exploration","Footwear","Blankets","BiodynamicFit",165.99,14.95,288,45.84,153.3,91.3,11.7,"active","2024-01-15",1.5,323
182,"PRD-0MMB1R-SMZ","Meta Soundbar Plus","Durable and reliable for long-lasting performance","Gourmet","Ultrabooks","BedBliss",1192.99,866.95,449,21.28,11.6,112.1,23.7,"active","2023-09-15",4.9,1695
183,"PRD-0MN2S7-BUH","Pen Fast","Value-packed features at reasonable cost","Skincare","ActionCameras","UrbanStyle",1729.95,219.99,428,46.46,5.7,56.3,89.6,"active","2022-02-25",1.5,1670
184,"PRD-0MOZDD-TUJ","Advanced DSLR Quick","Advanced technology for superior results","Organic","DSLR","PowerFit",1856.95,116.95,262,8.81,186.5,124.9,21.8,"active","2024-11-13",3.2,1273
185,"PRD-0MU0K9-TOC","BluetoothSpeaker Extreme","Durable and reliable for long-lasting performance","Electronics","Storage","LightingLab",494.95,630.95,334,34.83,71.6,14.6,90.6,"discontinued","2022-03-14",2.5,75
186,"PRD-0MZ4ZR-LMF","Windbreaker","Streamlined functionality eliminates complexity","Mobile Devices","Cookware","ArmourAce",650.95,792.95,340,35.22,125.0,85.3,40.3,"discontinued","2025-07-25",1.8,3604
187,"PRD-0N951C-WMO","Immaculate Webcam","Stable performance under all circumstances","Books","AudioCables","SpaceMaster",898.95,1009.95,18,29.26,23.9,20.6,76.3,"active","2025-01-12",1.9,246
188,"PRD-0N9QKH-XZZ","Cutting Windbreaker","Best value proposition in current market","Books","Docking","HolderHub",821.95,1281.99,167,48.93,116.1,58.8,10.2,"active","2023-02-26",4.3,3508
189,"PRD-0NB6Z5-FXF","FoldablePhone","Connected features for seamless integration","Gaming","Cardigans","VeggieVibe",190.95,446.99,71,20.63,107.7,40.7,30.8,"active","2024-01-17",4.8,1055
190,"PRD-0NYX2J-IMF","Pencil","Ethical sourcing ensures fair trade practices","Beverages","Storage","KineticForce",735.95,234.95,95,29.54,68.6,120.3,54.7,"active","2022-05-09",4.8,4778
191,"PRD-0NZJ16-PAP","Ultimate Soundbar Family","Sophisticated design for discerning customers","Lighting","Water Sports","FitnessPro",1873.95,949.99,368,8.31,116.7,51.2,30.6,"active","2024-03-12",2.0,3106
192,"PRD-0O47DZ-JKC","Windbreaker","Premium craftsmanship with attention to detail","Audio Equipment","Outerwear","HubHaven",1241.95,460.99,419,41.68,194.7,101.5,71.3,"out_of_stock","2025-07-04",1.6,4713
193,"PRD-0O5RB7-IZH","Turbo Convertible Air","Carefully crafted for sustained performance","Food","BodyCare","PlatinumElite",773.95,626.99,113,20.44,149.0,87.1,75.7,"active","2022-03-09",4.7,59
194,"PRD-0O5T4R-DVK","MiniPC","Rewarding experience encourages exploration","Clothing","Sunglasses","PointerPro",205.95,579.99,256,34.78,49.4,42.2,75.8,"active","2022-10-25",4.7,2158
195,"PRD-0OBXNB-RNG","Innovation TShirt Green","Artistic expression meets practical innovation","Sports","Lenses","CardioMax",294.95,750.99,421,28.1,80.9,59.1,66.0,"active","2020-10-18",2.4,2424
196,"PRD-0OQBPA-LSF","Professional Workstation","Artistic expression meets practical innovation","Maintenance","Outerwear","IlluminatePro",779.95,701.99,160,39.71,157.2,52.5,80.4,"active","2025-09-15",1.9,1040
197,"PRD-0OU3FI-QJU","DSLR Gold","Clear instructions guide through every step","Books","Mattress Pads","ManiPedi",1011.95,1479.99,157,48.85,107.9,5.3,17.4,"active","2025-09-13",1.5,3453
198,"PRD-0OZ2KT-DRG","Organic Coat Dual","Cross-platform compatibility ensures accessibility","Grocery","Tools","TablePro",594.95,375.95,446,0.65,125.1,92.9,45.2,"active","2024-09-26",3.7,3906
199,"PRD-0P2FSF-QZL","Belt","Exceptional value for money invested","Cycling","Stands","DecorDream",1315.95,1266.95,493,11.79,129.6,60.4,36.8,"active","2021-07-15",3.9,2038
200,"PRD-0P31NE-DYK","KeyboardMouse X","Precision engineering ensures exact specifications","Footwear","Graphic","RackRest",1298.95,774.95,273,41.48,94.7,100.2,6.4,"active","2022-04-26",3.0,3297
201,"PRD-0P4TM6-OKY","Pencil","Sustainable sourcing supports planet health","Clothing","Vitamins","CycleMax",1862.99,1398.99,379,22.14,121.7,74.9,64.9,"active","2020-03-05",3.5,1434
202,"PRD-0P5U8C-BZH","Tablet Charged","Planet-friendly alternative to conventional products","Furniture","Duvet Covers","UrbanStyle",1683.99,1029.99,398,43.51,131.8,117.0,68.7,"active","2021-06-26",1.9,4279
203,"PRD-0P7RRN-BDQ","Serene Earbuds Compact","Resilient design withstands extreme conditions","Home Decor","Throws","YogaZen",1421.99,962.95,390,10.05,189.5,20.5,86.9,"active","2022-07-26",2.4,4921
204,"PRD-0PA281-FHK","MirrorlessCamera","Robust materials ensure years of dependable service","Formal Wear","Underwear","ConditionCare",1887.95,1267.95,15,48.1,146.2,113.7,41.6,"discontinued","2022-09-06",3.5,2731
205,"PRD-0PFXUV-QSH","Chic MessengerBag","Smooth workflow eliminates frustration points","Childrens Clothing","Pillows","HomeComfort",720.95,308.99,48,38.95,43.1,118.1,98.8,"active","2025-10-09",2.4,88
206,"PRD-0PLEC4-RMK","Smartphone","Revolutionary technology transforms user experience","Clothing","Ultrabooks","StyleIcon",409.99,1255.95,326,23.03,35.1,10.2,15.6,"active","2021-06-11",4.0,4050
207,"PRD-0PNEG9-OVY","Cyber Trackpad Value","Contemporary styling with timeless appeal","Beauty","Turntables","DigitalEdge",1526.95,734.99,173,7.84,52.5,142.4,36.7,"active","2024-05-29",4.1,4262
208,"PRD-0PSR1X-MCO","Platinum InstantCamera BeastMode","Proven durability in real-world applications","Footwear","Bed Frames","TablePro",1106.99,857.95,333,36.55,85.5,81.2,34.9,"out_of_stock","2023-03-09",2.7,1108
209,"PRD-0PTK0F-DUV","Remarkable Cable Residential","Smart purchase decision for value seekers","Collectibles","Mirrorless","PolishPro",302.99,751.95,415,36.47,183.4,110.6,34.6,"active","2022-09-21",2.7,1897
210,"PRD-0Q2REP-IMJ","Serene Sweatshirt","Zero-waste production commitment honored","Automotive","Fantasy","PastryPro",1430.95,1389.99,88,4.05,101.4,134.3,52.7,"out_of_stock","2022-06-26",2.3,3574
211,"PRD-0Q5C0D-GXF","Sweatshirt Hybrid","High-tech features simplified for easy operation","Skincare","Lighting","WireWorks",477.99,325.95,139,7.95,29.1,105.5,36.9,"active","2025-01-31",4.1,670
212,"PRD-0QA6T2-KYG","Vibrant SmartBand","Green manufacturing processes throughout","Books","STEM","RoastRoyal",1343.95,808.99,137,20.16,160.8,45.7,75.1,"out_of_stock","2024-09-30",3.1,446
213,"PRD-0QB1TP-RFM","Professional MirrorlessCamera Triple","Price-to-performance ratio unmatched","Mens Fashion","BodyCare","PolishPro",993.95,1249.99,180,0.98,115.6,93.4,76.3,"active","2025-08-25",2.8,754
214,"PRD-0QFR4N-IOB","Dynamic Speaker","Efficient energy consumption saves money","eBooks","HairCare","CableConnect",940.95,451.99,150,29.99,138.5,41.5,75.2,"active","2024-11-30",2.5,2863
215,"PRD-0QGDRI-OGG","Exceptional Camera Small","Value-packed features at reasonable cost","Footwear","Mice","SmartLife",746.99,1330.99,1,6.34,92.4,39.0,83.0,"active","2022-01-19",1.2,4838
216,"PRD-0QGRSE-KQN","Enterprise Netbook Large","Consistent output maintains quality standards","Gourmet","Makeup","TubTreat",678.95,1265.95,388,21.15,44.3,58.7,96.7,"active","2025-04-24",2.7,3016
217,"PRD-0QP4VU-IQB","Innovation Speaker","Lifecycle tested for reliability certification","Storage","Chinos","FormalLine",889.95,736.99,186,19.94,94.7,28.2,56.9,"active","2025-01-06",4.4,1568
218,"PRD-0QQJKF-JIT","Stylish FlipPhone","Responsible stewardship of natural resources","Organic","Winter Sports","CableConnect",251.95,93.95,393,48.47,186.9,26.0,68.2,"active","2021-11-06",2.9,4422
219,"PRD-0QSAD3-TKQ","Lightning SmartGlasses Oversized","Frictionless operation provides satisfaction","Car Accessories","Earbuds","AdapterAce",1345.95,677.99,50,41.08,12.9,16.4,25.3,"active","2025-04-20",4.7,3266
220,"PRD-0QWTD7-HHR","Ultimate MacBook","Bold design statement for fashion forward users","Reference","Tents","WinnersBrand",231.95,726.99,34,19.17,147.6,98.8,32.3,"discontinued","2025-07-30",3.9,4288
221,"PRD-0QXN2H-WXM","Exceptional Smartphone","Elegant aesthetics with minimalist approach","Mobile Devices","Belts","TeethTreat",1141.99,1225.99,229,1.11,112.1,149.2,46.1,"discontinued","2021-06-10",2.8,2745
222,"PRD-0QY7K2-HMY","Giga Journal","Interchangeable components enable personalization","Puzzles","Mirrorless","OuterWear",1513.95,1211.95,222,2.98,198.1,119.1,98.8,"active","2020-12-11",1.6,4975
223,"PRD-0RBB0X-HIK","Edge Coat","Exceptional value for money invested","Outdoors","Accessories","CasualChic",988.99,855.95,314,24.64,114.7,55.3,35.7,"active","2025-08-03",2.6,4531
224,"PRD-0RES1Q-OVH","Ultimate NoiseCancel","Superior construction quality throughout","Outdoors","Furniture","BrushBeauty",1327.99,667.95,314,22.7,151.2,142.5,59.8,"active","2024-11-09",4.6,227
225,"PRD-0RG9S8-DMQ","Mega Hub","Planet-friendly alternative to conventional products","Puzzles","Scarves","BumperBest",1646.99,823.99,412,7.44,159.0,104.6,68.6,"active","2022-02-04",3.9,1344
226,"PRD-0RJ5NZ-XKI","Vortex WirelessEarbuds","Superior construction quality throughout","Electronics","Accessories","ResistancePro",1633.99,1166.99,43,20.46,43.2,102.4,22.2,"coming_soon","2021-08-27",2.3,3139
227,"PRD-0RPZG1-AHI","Original Watch","Multi-functional tool simplifies daily tasks","Cameras","Educational","IlluminatePro",1908.99,301.99,127,9.63,72.6,34.1,97.7,"discontinued","2023-01-12",1.7,2637
228,"PRD-0RQCW8-DWK","Innovation Blazer Limited","Intuitive technology interface for all skill levels","Formal Wear","Turntables","VitaminVault",534.99,888.95,454,15.63,41.9,88.9,8.7,"active","2023-11-13",4.0,1649
